Id,SalePrice
6,184820.01278442514
1781,438426.7215871459
2397,313432.01733156026
2340,299904.1089173041
1618,165784.49325016377
2843,124973.43939552986
1061,381112.4962231698
2786,131882.33959444787
1935,134193.0205161159
1341,127685.5001320645
521,285009.53299783834
2136,141521.42064980126
996,192905.30057505608
227,148119.7953651866
135,172110.13059367443
1167,154078.23668868537
294,252551.7510396634
1776,203272.2158604181
540,153755.4456555221
1717,209376.57506737055
2303,120961.5074610563
116,174003.36081401753
127,141262.5759671483
1371,112491.16026066226
1014,171584.29994350273
1507,93316.08954869011
702,124220.13585506067
750,138579.6426135211
261,142165.89943615813
1559,85115.80265869191
577,195720.56997641694
2812,192091.12261174672
2080,147636.6007799999
1368,108624.66796724447
2376,125773.48681437498
659,100999.00505639112
1235,129939.34653068816
332,83813.79108239299
1917,137812.3280396771
2094,250893.81617531972
1460,260569.9612237737
1471,212641.96692024323
1509,111021.58787813784
1922,123253.9732800763
433,589998.7977319306
460,261395.67574820554
1116,245952.74983256022
1137,147900.63229337923
53,174638.30826959686
2354,261101.13380248312
1475,192734.92112864353
1761,745444.1987338887
842,139665.43449922765
2739,179962.99763855405
2509,153896.62007976187
1007,199856.06334191057
2610,173726.79111704548
1952,102433.67085642712
2719,177319.07926546765
2921,78597.81632861469
1966,142758.7966047856
292,126188.36111322905
1204,182464.89730299884
1829,241063.35281700653
2419,191567.63838101423
391,150954.30060953743
798,113185.66780963111
481,200329.2089261747
193,187992.40563778905
555,128315.31210766055
899,74386.90119887267
2357,170036.1234040785
328,123470.49124948317
1356,130260.91017782385
1154,111702.18579880038
1730,174865.98287914912
2249,158451.32710555437
1119,271000.9241406084
2856,134761.64926257604
1394,133533.57068076564
2587,116836.97737545932
61,319229.9702853139
2661,161481.85727347215
2711,142082.22563015067
1147,163104.40463813557
757,133986.4038699124
2623,92484.3941926073
2378,145723.7731167268
1413,107810.08010735342
1722,232430.44991099703
1112,211491.9257299836
1623,185418.442116439
1201,184831.5307238424
1513,110075.75704887974
957,280071.9250099337
1171,291972.9562735869
1145,183149.42981999746
2726,236725.1921730956
703,144702.95905775376
760,96199.92267659011
1964,140617.71649016984
2512,183604.68221155
159,127531.38032083806
1281,163475.74569228827
468,192619.12147731325
290,126926.11368917594
665,106520.1256314339
1463,259627.89757482952
1792,207047.08332629758
923,156399.9489450809
500,281378.00166501227
1408,138972.2227812998
331,84396.69405857223
170,119474.13017919946
2192,94630.23690959318
2571,306424.7996289999
2314,166053.50405966648
2647,92668.4675520732
422,440604.62296190654
2457,367248.341688543
1838,193033.21735333797
2805,271960.77693822875
1645,161395.07162864748
1711,291054.72400200204
2825,224049.33368393674
322,348701.2673875366
2103,281682.54420247354
342,127598.44623640455
600,115094.62063697971
488,181560.82553675267
1725,330728.8978143579
2246,295834.62100144953
2847,150659.4245041157
806,229066.7280042623
530,228877.83799455152
963,197975.80023557052
2678,101762.25212057267
171,87146.51417717517
2401,427123.77325475815
805,227627.9214076518
2259,214252.24139620134
1748,187416.0962452335
1361,110692.9257344369
1677,106327.77024958839
1406,146397.9512381469
2322,232090.2723967117
688,148436.38598535763
143,144419.49598346156
804,196733.88233818582
1214,161319.35024103007
2828,123414.46687638338
1999,185080.3112456061
2467,201415.19081951198
2665,159379.1099410079
1538,395818.4216060217
398,112447.77176613132
2822,130781.18818313246
2157,149401.51419640376
1856,184480.9711906797
1269,101892.68177222583
2570,118139.68269008891
2320,239881.9099421286
1517,126259.61651995881
2304,108506.85865600129
1312,99511.12670428977
2012,147046.16919264715
506,231243.0251953613
2865,196129.91821846532
2367,99928.46588076389
554,109303.76900236476
238,131878.72232995884
1954,120678.52447927486
2488,129653.08873448978
2291,94729.8834647377
1969,98218.89744351376
2725,160695.3735407129
1482,155609.9028653802
2763,199363.80530769352
503,247374.19339251402
1584,241462.83862134462
1531,171622.7317483418
2210,187463.1842211712
459,332493.74639736634
556,116186.23016012603
1347,125400.44049865693
1290,92457.25320726958
1388,103808.38013707015
1571,229386.77645632735
2754,218629.07472770792
765,141108.79710502076
2494,124889.04873069102
2870,213583.54362914822
7,221907.48225772474
1114,234087.89128231796
2418,274350.29948745744
291,109668.35116361977
18,353050.2963493531
39,364349.9754302234
1001,255679.47795830964
2442,227133.31042267513
616,126084.87292826694
2680,81817.18681546336
1414,126184.16846132006
289,138184.2020282764
40,244845.91402671134
860,125334.6443681282
409,126256.81649812739
673,152363.00463180727
2427,178871.8143066445
2036,170196.36519853343
2564,140927.5467758915
642,180738.25055080923
1008,176087.82354858
1908,146296.5649206117
2519,185968.78640927895
1369,83110.56557551486
2855,164560.891686577
712,94049.40938378878
1943,100857.16685533128
1958,122059.53795706587
107,156872.73974962108
2295,175972.68421773674
704,101844.09080637686
676,125816.44095846248
259,170359.5888153735
93,287867.98218563723
106,245517.73211215856
2315,175357.64007761775
1050,110800.13586668466
1095,211659.34720354158
2709,143642.22058331352
758,130267.8923756911
1496,136121.3421856967
2370,112504.05413917999
2458,265937.6474693529
2733,133915.10634312817
161,267438.1377827494
726,136868.80186578055
845,219561.2385627905
947,242906.75127083244
2232,86102.28786569658
2563,129779.36282376923
2299,126966.4992496388
211,111354.659993403
605,174470.05114941797
1478,196780.7579092547
2247,306715.1203184703
2274,189334.7594056007
2869,222521.520199479
967,204299.044079876
2656,109223.7046771059
667,196529.7698070813
1042,104408.53530043011
2023,146056.1795707364
2447,411009.91780885356
2055,132651.69660284297
2275,298936.94468672114
2204,173736.93635445973
1563,299991.91158303566
483,221277.73265768282
796,131941.67050234057
1526,167114.87702272323
2042,152326.52325594102
442,333563.538343923
1693,293877.51735532907
1468,225921.2624682906
1430,219824.78788219605
2605,148532.31976439664
1529,216213.6891153873
335,130343.29760786424
1287,105476.78632989188
31,97185.0422022561
1785,284862.4702521722
82,151710.48017234902
2620,126665.3366215105
252,188113.37755650832
721,90158.20122631997
2165,180792.59087037478
2316,186323.51289014198
775,128482.47719734961
1558,98566.76168588077
17,180991.39668552313
1022,213740.00041468008
925,138473.23155780556
438,284542.2108532646
1270,135296.80902886225
1272,121567.25854292269
215,149036.8818184296
266,220769.33288455947
2402,290480.8685427326
1250,132941.88307494446
1984,102116.03695734283
1279,143538.52210603107
377,227821.4331338483
1252,133094.43040576563
2156,255856.6420538857
499,320503.87233934423
1374,132789.29062132994
2898,239363.77652963257
401,109374.18761916399
2721,164601.68943281085
2078,266483.8385402194
2589,137605.26002385246
1946,232536.66896183448
1334,121609.01701987354
2781,223187.89510964387
431,410983.31827185093
576,188970.25143416112
1474,197117.82054929677
2254,144614.53532931372
2155,283854.39244572184
885,102143.22572167647
643,141461.31281210738
1944,124094.34612598209
480,201421.9478344138
2845,105728.8249352382
2387,323788.9967070018
2407,211949.3306015625
2527,162406.54950207172
2514,167311.1764007064
629,169723.80577112848
80,181716.61672827913
1876,140654.98663902152
1546,101928.62490927408
2518,160905.6846313781
2347,155046.3527434346
783,233702.18297448306
1322,75799.61961382226
194,97896.2092169108
1770,297062.1513157581
2143,145493.22402500708
1229,200670.4336845643
511,284378.1292337016
46,230702.7383478957
1348,137397.72720311634
2465,188985.60270716756
387,227093.73202206142
873,219166.0027017649
1918,116354.96823704863
2764,237602.68824671707
2184,118772.91073561764
934,144264.9596659254
1920,124170.19529651315
2631,141693.73820281526
1768,727357.0689092738
2040,110479.49182721268
1749,223604.940292905
834,262927.7703572163
1457,225308.48732310077
79,120503.66019479626
2302,117987.19274872584
1817,140440.92409640897
2755,230807.15262377178
359,180238.1882211438
2059,117518.85342883338
2092,214443.75010794852
2516,227830.5255028367
150,110493.76493367887
1656,148031.63054432173
83,105170.58746899744
2411,180805.4215698729
795,92578.65894540283
2312,225794.11713967408
2917,99253.63334073903
1624,169503.08681697753
2215,262891.1484254884
1211,148726.79761973978
1485,160267.64411809982
1024,167392.85998367885
570,185211.76406055913
2874,119146.86687948326
700,145326.42567991975
2756,224378.01105658183
2022,171771.04781755983
583,233453.11203405625
2392,347897.0127546383
2424,188687.47815277422
212,110954.89094549223
736,132236.3036827866
1610,180743.2261270431
890,109257.39666167702
467,180394.75963403375
578,220273.72325650608
1747,193005.22264575268
1149,162445.6156648914
2758,235739.2554381832
857,137138.11883263124
2219,247403.7530664905
733,107960.92343137499
2909,104203.92834590115
1798,266799.0067257149
235,122899.61034857752
2366,121160.63183648861
1027,123595.90828201782
1195,131009.21951191222
1303,69649.36462978521
148,182270.2137447722
608,160698.6840071423
2515,189021.6216225426
821,292788.566415911
2500,266934.4689996574
745,113659.4654966253
741,123941.4207815132
1611,125025.72113706994
2532,133936.32368317115
1081,224564.38649038755
1692,461427.9978415722
2520,172120.3618379898
276,95951.92670300478
1992,118285.19942693527
663,69104.60750097386
418,121067.3505825604
1733,196982.9688613716
2359,139450.8084888704
253,191083.4655774936
1518,154919.93829462043
2035,136068.30851115577
2919,79157.77814616276
1540,257144.03803880443
2120,138304.2342853521
1674,187382.04050983678
256,155827.1639991031
2361,107387.20765290353
978,90089.68394088715
2280,158352.41793589236
2095,204867.91499270624
1709,325356.581020162
2801,232980.7398390518
1246,126526.35453845552
2373,104086.78757593562
1055,255543.6888914788
2017,130261.93915983544
1099,269133.6191186582
1344,100060.92099800249
835,203322.22418337927
1117,227777.32323269424
2043,103850.28039175761
2085,130781.63583057589
410,137925.1214985467
2650,109307.27823144996
2867,168613.63533192902
1668,114231.99942218688
1161,166859.82211993297
2122,192227.82265875695
2539,145015.90854772885
1047,127823.67565093841
1445,128274.95988253893
541,115719.5319867342
569,218240.78253480763
1276,122873.15883883396
918,148925.1454859161
326,168896.6312672064
1936,129558.34777154753
895,98079.67764489399
257,150504.1706907189
1241,175385.35678847207
1545,109308.44766164
1189,179585.5966733463
270,149391.79986272825
2066,168363.5080603096
693,106976.52229805166
1259,146744.40098654994
2916,146462.0405777485
2321,305958.0754348939
1977,101139.03793199472
1895,149559.94768846026
1240,163188.29594919056
85,149217.97935490005
1823,118518.58441440327
825,284161.6858454499
110,227042.104362795
697,106784.41046848752
2297,105539.73293352612
1231,136635.84966981917
1355,122654.26642170959
968,329644.22894902714
584,214609.4836406579
1315,110505.76692743489
1606,140867.88886246714
206,93834.40486161195
1685,340624.3812344043
2016,125932.14242220506
869,196237.7454253882
2135,127548.12147463001
2346,173750.26849293066
2430,238494.143616312
2198,99700.80070683622
2652,117068.80700668831
27,115603.50716697764
241,154463.4579517486
906,110810.74337464524
1506,106112.3559791092
2098,360880.1899583339
1435,228765.31916309966
2213,130310.7181942604
1274,134808.2920034422
743,63750.346705254124
1737,207880.29364950422
2797,271242.0816541337
2185,73502.25444369177
58,168127.3221806877
830,198157.40390503957
808,114015.38315020846
680,158013.85178951742
1153,116663.68050051316
1291,121128.81310743645
1818,129819.39443608817
2161,193049.29348815235
1883,120577.88333608315
350,346325.469078931
2473,125748.17412575276
295,191983.4519053021
293,175600.89423410976
859,139677.3289999669
288,88590.69892362051
1578,142056.7581046186
102,184395.19329153417
2831,150494.8372815834
1030,164997.00406863427
2551,141135.150010642
1286,139609.13747492558
958,335243.63325919845
776,127155.9621209571
72,208302.4758337565
2263,281131.6735151712
1866,160424.43246436663
2876,78237.86114564547
2146,247608.61192947335
103,181859.61279525995
1500,125653.01973798143
492,176086.17185703613
167,138645.03040558478
2597,115085.64086743027
2685,118850.96600855631
1035,146565.67794650208
1220,78854.43256781083
2602,158123.2254262134
2159,206461.66815329174
695,147121.08574673216
1109,257825.5867368743
640,170152.73215399781
1652,159379.850592555
2090,185196.59418431207
1188,171718.0909817964
2345,231547.15428768744
1059,421296.53917801735
2751,235558.2496000054
128,176331.84169603913
1523,195922.73192999736
2925,154133.08313380316
2145,279567.8692849308
1121,210010.0940911347
566,274403.0014973992
565,230231.05504771238
1331,140881.1445347992
2928,110771.4474758238
156,135898.59507351991
797,132734.80227007298
327,89467.46116927305
2859,156085.86895608774
1453,121957.51439137783
1762,366818.5698641509
1868,186483.58319385193
1760,179055.43391768617
1113,249266.40751075977
1812,185444.9299856726
117,142867.8875361068
1142,202538.20894534423
2342,376208.83149961004
927,166035.3237604819
2478,180416.51602115232
655,85550.92480144404
2064,133212.36997375646
369,243323.25838928245
2239,113054.08186992531
2732,234437.6357091251
1653,149332.8738920382
959,220687.93486295795
2395,350373.05923987075
1412,98169.85482709616
271,264169.113845263
1484,158411.13315105528
1497,131370.18315377552
552,142072.41685159458
2,117924.80465662741
1855,294244.5650833667
4,281267.64039819536
2292,158873.47475960798
134,138134.51183044031
646,107110.80289705073
42,305819.4831524662
532,226575.16017616744
713,99264.73508134452
2561,136612.89488689983
2360,142804.77661107847
1333,123449.85114128634
1407,200114.17492501475
2892,287554.7084892544
574,216465.88851356306
1227,180915.87198837483
2591,197762.52233440708
1476,206188.90714679734
1125,252038.42529798942
1446,130173.03706650945
408,105821.21246895104
1101,300206.49482708663
2251,179934.86256831387
373,183128.38125633748
2554,127715.4855431633
2382,266842.8245374668
1985,89950.02930310265
519,234273.44628325533
1093,193096.70261812006
864,258414.14663860205
2889,145947.83724820113
2308,183184.53983297333
986,150545.8725424428
1302,130923.48431951439
585,148058.04895137454
2708,132443.64768160717
147,124315.75306121461
1441,224014.5943412318
383,196657.77896776277
285,138460.67428630104
181,100247.80657686056
358,173517.50691198208
780,177563.47834654205
258,191119.95040267232
1865,219796.48744913173
692,105247.71428207637
2902,310738.1307358771
508,271172.4955014371
2638,131090.08081415494
36,137179.81908378663
611,174585.91072136947
2281,143100.34621670912
1678,123663.29972442513
1696,488094.9988330326
1557,70881.94453777601
2180,139824.40911300146
1726,218997.2497191032
951,152339.77686321118
267,216526.70784325828
2706,130019.80082965718
2221,223372.36268362927
1357,133381.04375978885
2901,288485.1166361026
347,164350.90640187784
2164,194152.08264072327
1586,302854.64126806194
360,167486.41755626813
1769,243049.6711749166
2617,159475.04759308632
1879,161756.09157564736
991,209009.3802255574
1535,132646.94731357836
1191,160930.03521839128
1579,221178.5097860583
1882,138229.63014650677
1510,124368.25348075663
2196,161497.5898840939
1845,174337.8492413628
2336,399329.2267113012
942,89560.04597143368
861,126054.44168352339
2555,113359.10423961938
1392,160615.68144311119
2099,274809.3318228154
1543,107946.10070134717
948,250728.77418991656
1239,160499.9694373936
22,183928.9112028
2796,231713.75018859768
2747,170055.26765960478
92,298856.4997301087
210,173317.85223770526
1858,190486.9189687606
2228,161612.009497618
447,230797.0821389906
827,236649.23134673946
1649,227857.25009636284
682,125758.37841051766
2698,102825.12401429475
494,168423.7932133621
214,108386.92838145354
2441,244661.93299765268
2679,110642.65479814986
1336,119364.58217383815
465,182395.95543232068
1524,162526.2188864295
2543,118000.54393732993
631,129927.26704171258
2452,332598.9918401152
228,147017.7994471603
126,161045.8767125708
1092,224737.2490896853
1122,194803.31490245348
932,244381.18796673074
1980,90349.26655849683
2171,110843.39071241488
551,151268.2816565199
2768,175657.38284849413
2056,114241.46214556583
1159,401914.1681990851
2645,122949.29907753048
1174,173523.9277800202
2266,226048.12538944746
2462,422789.55098724045
1219,147404.68903426643
2922,195089.99500387927
118,141761.05185165664
474,177818.8596920167
2576,145921.35168436464
872,275879.6481736458
1077,222925.33275242813
1536,138024.0474254483
1150,123806.18364522567
2341,298652.7985092916
1931,148868.1960469383
2785,132069.1178724375
2538,128458.95097823576
597,202907.20705828868
464,188175.32604265382
233,225561.07667718158
2169,131727.86695088813
2123,179388.03065472894
1867,150399.12051901198
137,286022.84692695725
515,239009.3743422524
933,107783.88048064738
2784,149937.2737915913
972,166029.54689883842
599,156532.9650548406
2614,140360.47622950657
2582,140118.628775744
1409,161995.87532345526
175,113364.57345303493
352,224946.43299965837
976,100286.51185847606
2134,181965.85891973012
984,114387.12458613556
2396,362008.7113902258
1673,145039.62271594326
404,111439.37311050674
607,164673.21484131197
814,157815.1189080253
868,187813.90423290338
2271,189058.84997040615
1633,238311.6439481109
337,195254.8959858281
2765,184595.9569822678
1746,234878.68497119774
368,314612.57012341707
2806,198643.76917612128
1662,187395.52996120023
1234,212806.99656891564
1373,130165.66287559396
1672,105462.96916120703
1939,134354.0505140972
